
2015_06_26_14_49_215,$Sound pressure: 63.4615402221 dB,Luminosity: 89.0518112182 ,Dust: 0.0535483884 mg/m,
2015_06_26_14_49_867,$Sound pressure: 63.7179489135 dB,Luminosity: 87.9765396118 ,Dust: 0.0438709688 mg/m,
2015_06_26_14_49_519,$Sound pressure: 60.7692298889 dB,Luminosity: 91.5933532714 ,Dust: 0.0522580623 mg/m,
2015_06_26_14_49_171,$Sound pressure: 69.0476226806 dB,Luminosity: 92.1798629760 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_49_807,$Sound pressure: 67.8571395874 dB,Luminosity: 98.8269805908 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_49_459,$Sound pressure: 62.8205108642 dB,Luminosity: 98.8269805908 ,Dust: 0.0451612901 mg/m,
2015_06_26_14_49_111,$Sound pressure: 66.6666641235 dB,Luminosity: 100.0000000000 ,Dust: 0.0477419328 mg/m,
2015_06_26_14_49_779,$Sound pressure: 66.4285736083 dB,Luminosity: 93.5483856201 ,Dust: 0.0490322589 mg/m,
2015_06_26_14_49_415,$Sound pressure: 68.5714263916 dB,Luminosity: 92.6686248779 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_49_067,$Sound pressure: 65.3571395874 dB,Luminosity: 96.5786895751 ,Dust: 0.0438709688 mg/m,
2015_06_26_14_49_719,$Sound pressure: 64.4871826171 dB,Luminosity: 92.5708694458 ,Dust: 0.0503225803 mg/m,
2015_06_26_14_49_356,$Sound pressure: 71.3333358764 dB,Luminosity: 98.1427154541 ,Dust: 0.0483870935 mg/m,
2015_06_26_14_49_008,$Sound pressure: 73.8888854980 dB,Luminosity: 93.1573791503 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_49_675,$Sound pressure: 68.2142868041 dB,Luminosity: 91.9843597412 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_49_312,$Sound pressure: 66.1904754638 dB,Luminosity: 93.5483856201 ,Dust: 0.0464516115 mg/m,
2015_06_26_14_50_964,$Sound pressure: 64.8717956542 dB,Luminosity: 92.3753662109 ,Dust: 0.0451612901 mg/m,
2015_06_26_14_50_616,$Sound pressure: 62.5641021728 dB,Luminosity: 100.0000000000 ,Dust: 0.0445161294 mg/m,
2015_06_26_14_50_252,$Sound pressure: 65.7142868041 dB,Luminosity: 93.3528823852 ,Dust: 0.0490322589 mg/m,
2015_06_26_14_50_904,$Sound pressure: 70.7777786254 dB,Luminosity: 93.2551345825 ,Dust: 0.0470967721 mg/m,
2015_06_26_14_50_572,$Sound pressure: 67.6190490722 dB,Luminosity: 90.2248306274 ,Dust: 0.0593548345 mg/m,
2015_06_26_14_50_224,$Sound pressure: 65.2380981445 dB,Luminosity: 94.1348953247 ,Dust: 0.0451612901 mg/m,
2015_06_26_14_50_860,$Sound pressure: 62.4358978271 dB,Luminosity: 93.9393920898 ,Dust: 0.0509677410 mg/m,
2015_06_26_14_50_512,$Sound pressure: 63.8461532592 dB,Luminosity: 92.9618759155 ,Dust: 0.0470967721 mg/m,
2015_06_26_14_50_164,$Sound pressure: 62.9487190246 dB,Luminosity: 92.2776184082 ,Dust: 0.0451612901 mg/m,
2015_06_26_14_50_801,$Sound pressure: 59.4736862182 dB,Luminosity: 95.6989212036 ,Dust: 0.0548387098 mg/m,
2015_06_26_14_50_468,$Sound pressure: 64.6153869628 dB,Luminosity: 92.6686248779 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_50_120,$Sound pressure: 62.1794891357 dB,Luminosity: 92.1798629760 ,Dust: 0.0451612901 mg/m,
2015_06_26_14_50_772,$Sound pressure: 64.2307662963 dB,Luminosity: 99.3157348632 ,Dust: 0.0470967721 mg/m,
2015_06_26_14_50_409,$Sound pressure: 63.8461532592 dB,Luminosity: 94.3303985595 ,Dust: 0.0490322589 mg/m,
2015_06_26_14_50_076,$Sound pressure: 66.5476226806 dB,Luminosity: 95.0146636962 ,Dust: 0.0490322589 mg/m,
2015_06_26_14_50_728,$Sound pressure: 63.3333320617 dB,Luminosity: 95.4056701660 ,Dust: 0.0458064508 mg/m,
2015_06_26_14_50_365,$Sound pressure: 64.3589782714 dB,Luminosity: 94.7214050292 ,Dust: 0.0554838705 mg/m,
2015_06_26_14_50_017,$Sound pressure: 68.8095245361 dB,Luminosity: 88.7585525512 ,Dust: 0.0490322589 mg/m,
2015_06_26_14_50_669,$Sound pressure: 63.8461532592 dB,Luminosity: 71.7497558593 ,Dust: 0.0458064508 mg/m,
